Instance ID,use_ml_guidance,use_location_first,use_ML_direct,use_ML_transhipment,ML_Optimization status,ML_Optimality Gap,ML_OFV - Total Costs,ML_Total Solving Time,Stage 1 Feasibility,Stage 2 Feasibility
9R-alpha=021_Flow_50perc_HubCosts_5perc,True,False,True,False,Time Limit,0.028364991950647424,52509.399999999994,240.0497920513153,Skipped,Feasible
9R-alpha=021_Flow_50perc_HubCosts_5perc,True,False,False,True,Time Limit,0.47625886800906103,82632.6,240.01008296012878,Skipped,Feasible
9R-alpha=021_Flow_60perc_HubCosts_5perc,False,False,False,False,Optimal,0.0,85460.73678234335,2970.240296125412,Skipped,Feasible
9R-alpha=021_Flow_60perc_HubCosts_5perc,True,False,True,True,Time Limit,0.22921871457633008,117942.41999999998,240.05353093147278,Skipped,Feasible
9R-alpha=021_Flow_60perc_HubCosts_5perc,True,False,True,False,Time Limit,0.1681164534065573,85460.73981684122,240.12693810462952,Skipped,Feasible
9R-alpha=021_Flow_60perc_HubCosts_5perc,True,False,False,True,Time Limit,0.12418676527911225,103479.68500000001,240.03814911842346,Skipped,Feasible
9R-alpha=021_Flow_50perc_HubCosts_20perc,False,False,False,False,Optimal,0.0,51672.67,147.68796491622925,Skipped,Feasible
9R-alpha=021_Flow_50perc_HubCosts_20perc,True,False,True,True,Time Limit,0.04247690285457924,53283.28,240.03387212753296,Skipped,Feasible
9R-alpha=021_Flow_50perc_HubCosts_20perc,True,False,True,False,Time Limit,0.6198368540856676,92785.65000000001,240.03522109985352,Skipped,Feasible
9R-alpha=021_Flow_50perc_HubCosts_20perc,True,False,False,True,Optimal,0.0,51672.67,172.37954306602478,Skipped,Feasible
9R-alpha=021_Flow_60perc_HubCosts_20perc,False,False,False,False,Optimal,0.0,85460.73678234335,2873.6867299079895,Skipped,Feasible
9R-alpha=021_Flow_60perc_HubCosts_20perc,True,False,True,True,Time Limit,0.5164897012080101,115808.73,240.04153394699097,Skipped,Feasible
9R-alpha=021_Flow_60perc_HubCosts_20perc,True,False,True,False,Time Limit,0.38063411685054277,90681.82000000004,240.03617787361145,Skipped,Feasible
9R-alpha=021_Flow_60perc_HubCosts_20perc,True,False,False,True,Time Limit,0.16290540262682798,85460.73694456986,240.0586121082306,Skipped,Feasible
